HealthTopic,Time,RegionName,Value
HIV infection,2020,Netherlands,396
HIV infection,2020,Norway,137
HIV infection,2020,Poland,709
HIV infection,2020,Romania,447
HIV infection,2020,Slovakia,102
HIV infection,2020,Slovenia,27
HIV infection,2020,Spain,1884
HIV infection,2020,Sweden,360
HIV infection,2020,Albania,96
HIV infection,2020,Armenia,369
HIV infection,2020,Azerbaijan,559
HIV infection,2020,Belarus,1427
HIV infection,2020,Georgia,530
HIV infection,2020,Israel,363
HIV infection,2020,Kazakhstan,3472
HIV infection,2020,Kyrgyzstan,676
HIV infection,2020,Moldova,675
HIV infection,2020,Montenegro,15
HIV infection,2020,Russia,59598
HIV infection,2020,Serbia,123
HIV infection,2020,Serbia excluding Kosovo,121
HIV infection,2020,Kosovo,2
HIV infection,2020,Switzerland,288
HIV infection,2020,Tajikistan,1084
HIV infection,2020,Turkey,2076
HIV infection,2020,Ukraine,15658
HIV infection,2020,United Kingdom,2785
AIDS infection,2020,Austria,43
AIDS infection,2020,Belgium,40
AIDS infection,2020,Bulgaria,43
AIDS infection,2020,Croatia,12
AIDS infection,2020,Cyprus,18
AIDS infection,2020,Czech Republic,43
AIDS infection,2020,Denmark,25
AIDS infection,2020,Estonia,23
AIDS infection,2020,Finland,12
AIDS infection,2020,France,388
AIDS infection,2020,Greece,100
AIDS infection,2020,Hungary,42
AIDS infection,2020,Iceland,2
AIDS infection,2020,Ireland,6
AIDS infection,2020,Italy,352
AIDS infection,2020,Latvia,55
AIDS infection,2020,Lithuania,15
AIDS infection,2020,Luxembourg,5
AIDS infection,2020,Netherlands,115
AIDS infection,2020,Norway,11
AIDS infection,2020,Poland,34
AIDS infection,2020,Romania,166
AIDS infection,2020,Slovakia,4
AIDS infection,2020,Slovenia,6
AIDS infection,2020,Spain,200
AIDS infection,2020,Albania,15
AIDS infection,2020,Armenia,152
AIDS infection,2020,Azerbaijan,105
AIDS infection,2020,Belarus,220
AIDS infection,2020,Georgia,181
AIDS infection,2020,Israel,29
AIDS infection,2020,Kazakhstan,469
AIDS infection,2020,Kyrgyzstan,46
AIDS infection,2020,Moldova,194
AIDS infection,2020,Montenegro,4
AIDS infection,2020,Serbia excluding Kosovo,32
AIDS infection,2020,Kosovo,2
AIDS infection,2020,Switzerland,33
AIDS infection,2020,Tajikistan,106
AIDS infection,2020,Turkey,46
AIDS infection,2020,Ukraine,4139
AIDS infection,2020,United Kingdom,188
Syphilis,2021,Belgium,2113
Syphilis,2021,Bulgaria,271
Syphilis,2021,Cyprus,92
Syphilis,2021,Czechia,758
Syphilis,2021,Germany,6744
Syphilis,2021,Denmark,638
Syphilis,2021,Estonia,31
Syphilis,2021,Greece,654
Syphilis,2021,Spain,5277
Syphilis,2021,Finland,168
Syphilis,2021,France,1285
Syphilis,2021,Croatia,35
Syphilis,2021,Hungary,764
Syphilis,2021,Ireland,718
Syphilis,2021,Iceland,50
Syphilis,2021,Italy,1614
Syphilis,2021,Liechtenstein,1
Syphilis,2021,Lithuania,117
Syphilis,2021,Luxembourg,185
Syphilis,2021,Latvia,48
Syphilis,2021,Malta,166
Syphilis,2021,Netherlands,1684
Syphilis,2021,Norway,163
Syphilis,2021,Poland,1127
Syphilis,2021,Portugal,1144
Syphilis,2021,Romania,318
Syphilis,2021,Sweden,583
Syphilis,2021,Slovenia,37
Syphilis,2021,Slovakia,289
Gonorrhoea,2021,Belgium,3964
Gonorrhoea,2021,Bulgaria,3
Gonorrhoea,2021,Cyprus,5
Gonorrhoea,2021,Czechia,1829
Gonorrhoea,2021,Denmark,2818
Gonorrhoea,2021,Estonia,54
Gonorrhoea,2021,Greece,246
Gonorrhoea,2021,Spain,14610
Gonorrhoea,2021,Finland,510
Gonorrhoea,2021,France,7077
Gonorrhoea,2021,Croatia,17
Gonorrhoea,2021,Hungary,1309
Gonorrhoea,2021,Ireland,2348
Gonorrhoea,2021,Iceland,105
Gonorrhoea,2021,Italy,849
Gonorrhoea,2021,Liechtenstein,5
Gonorrhoea,2021,Lithuania,30
Gonorrhoea,2021,Luxembourg,417
Gonorrhoea,2021,Latvia,70
Gonorrhoea,2021,North Macedonia,11
Gonorrhoea,2021,Malta,240
Gonorrhoea,2021,Netherlands,7966
Gonorrhoea,2021,Norway,555
Gonorrhoea,2021,Poland,287
Gonorrhoea,2021,Portugal,1252
Gonorrhoea,2021,Romania,22
Gonorrhoea,2021,Serbia,106
Gonorrhoea,2021,Sweden,2693
Gonorrhoea,2021,Slovenia,292
Gonorrhoea,2021,Slovakia,414
Hepatitis B,2021,Austria,376
Hepatitis B,2021,Cyprus,17
Hepatitis B,2021,Czechia,151
Hepatitis B,2021,Germany,3917
Hepatitis B,2021,Denmark,118
Hepatitis B,2021,Estonia,20
Hepatitis B,2021,Greece,155
Hepatitis B,2021,Finland,195
Hepatitis B,2021,Croatia,5
Hepatitis B,2021,Ireland,355
Hepatitis B,2021,Iceland,30
Hepatitis B,2021,Liechtenstein,2
Hepatitis B,2021,Lithuania,18
Hepatitis B,2021,Latvia,211
Hepatitis B,2021,Netherlands,734
Hepatitis B,2021,Norway,253
Hepatitis B,2021,Portugal,66
Hepatitis B,2021,Sweden,645
Hepatitis B,2021,Slovenia,32
Hepatitis B,2021,Slovakia,67
Hepatitis C,2021,Austria,241
Hepatitis C,2021,Cyprus,7
Hepatitis C,2021,Czechia,666
Hepatitis C,2021,Germany,1720
Hepatitis C,2021,Denmark,145
Hepatitis C,2021,Estonia,129
Hepatitis C,2021,Greece,43
Hepatitis C,2021,Spain,546
Hepatitis C,2021,Croatia,45
Hepatitis C,2021,Ireland,45
Hepatitis C,2021,Lithuania,57
Hepatitis C,2021,Latvia,925
Hepatitis C,2021,Portugal,58
Hepatitis C,2021,Sweden,675
Hepatitis C,2021,Slovenia,28
Hepatitis C,2021,Slovakia,173
Chlamydia infection,2021,Belgium,9381
Chlamydia infection,2021,Bulgaria,31
Chlamydia infection,2021,Cyprus,5
Chlamydia infection,2021,Denmark,36632
Chlamydia infection,2021,Estonia,977
Chlamydia infection,2021,Greece,45
Chlamydia infection,2021,Spain,20603
Chlamydia infection,2021,Finland,16789
Chlamydia infection,2021,France,12665
Chlamydia infection,2021,Croatia,115
Chlamydia infection,2021,Hungary,640
Chlamydia infection,2021,Ireland,8322
Chlamydia infection,2021,Iceland,1807
Chlamydia infection,2021,Italy,1243
Chlamydia infection,2021,Liechtenstein,33
Chlamydia infection,2021,Lithuania,228
Chlamydia infection,2021,Luxembourg,1136
Chlamydia infection,2021,Latvia,998
Chlamydia infection,2021,Malta,362
Chlamydia infection,2021,Netherlands,20484
Chlamydia infection,2021,Norway,23447
Chlamydia infection,2021,Poland,283
Chlamydia infection,2021,Portugal,914
Chlamydia infection,2021,Romania,4
Chlamydia infection,2021,Sweden,30171
Chlamydia infection,2021,Slovenia,369
Chlamydia infection,2021,Slovakia,888
HIV infection,2021,Austria,175
HIV infection,2021,Belgium,781
HIV infection,2021,Bulgaria,238
HIV infection,2021,Croatia,77
HIV infection,2021,Cyprus,148
HIV infection,2021,Czechia,233
HIV infection,2021,Denmark,137
HIV infection,2021,Estonia,125
HIV infection,2021,Finland,163
HIV infection,2021,France,3513
HIV infection,2021,Germany,2234
HIV infection,2021,Greece,526
HIV infection,2021,Hungary,223
HIV infection,2021,Iceland,20
HIV infection,2021,Ireland,403
HIV infection,2021,Italy,1770
HIV infection,2021,Latvia,212
HIV infection,2021,Liechtenstein,1
HIV infection,2021,Lithuania,110
HIV infection,2021,Luxembourg,54
HIV infection,2021,Malta,45
HIV infection,2021,Netherlands,396
HIV infection,2021,Norway,102
HIV infection,2021,Poland,1096
HIV infection,2021,Romania,560
HIV infection,2021,Slovakia,113
HIV infection,2021,Slovenia,32
HIV infection,2021,Spain,2785
HIV infection,2021,Sweden,352
HIV infection,2021,Albania,104
HIV infection,2021,Armenia,425
HIV infection,2021,Azerbaijan,690
HIV infection,2021,Belarus,1496
HIV infection,2021,Georgia,530
HIV infection,2021,Israel,404
HIV infection,2021,Kazakhstan,3591
HIV infection,2021,Kyrgyzstan,845
HIV infection,2021,Montenegro,13
HIV infection,2021,Moldova,792
HIV infection,2021,Russia,58340
HIV infection,2021,Serbia,181
HIV infection,2021,Serbia excluding Kosovo,172
HIV infection,2021,Kosovo,9
HIV infection,2021,Switzerland,315
HIV infection,2021,Tajikistan,922
HIV infection,2021,Turkey,2922
HIV infection,2021,Ukraine,15360
HIV infection,2021,United Kingdom,2955
AIDS infection,2021,Austria,53
AIDS infection,2021,Belgium,61
AIDS infection,2021,Bulgaria,38
AIDS infection,2021,Croatia,23
AIDS infection,2021,Cyprus,36
AIDS infection,2021,Czechia,54
AIDS infection,2021,Denmark,17
AIDS infection,2021,Estonia,12
AIDS infection,2021,Finland,16
AIDS infection,2021,France,417
AIDS infection,2021,Greece,81
AIDS infection,2021,Hungary,48
AIDS infection,2021,Iceland,2
AIDS infection,2021,Ireland,10
AIDS infection,2021,Italy,382
AIDS infection,2021,Latvia,39
AIDS infection,2021,Lithuania,38
AIDS infection,2021,Luxembourg,10
AIDS infection,2021,Netherlands,107
AIDS infection,2021,Norway,23
AIDS infection,2021,Poland,44
AIDS infection,2021,Romania,191
AIDS infection,2021,Slovakia,3
AIDS infection,2021,Slovenia,5
AIDS infection,2021,Spain,185
AIDS infection,2021,Albania,44
AIDS infection,2021,Armenia,197
AIDS infection,2021,Azerbaijan,109
AIDS infection,2021,Belarus,286
AIDS infection,2021,Georgia,217
AIDS infection,2021,Israel,32
AIDS infection,2021,Kazakhstan,468
AIDS infection,2021,Kyrgyzstan,110
AIDS infection,2021,Montenegro,8
AIDS infection,2021,Moldova,199
AIDS infection,2021,Serbia excluding Kosovo,49
AIDS infection,2021,Kosovo,3
AIDS infection,2021,Switzerland,34
AIDS infection,2021,Tajikistan,127
AIDS infection,2021,Turkey,80
AIDS infection,2021,Ukraine,4151
AIDS infection,2021,United Kingdom,185
